id,Subject,Type,Status,Assignee,Priority,Team,Work,Total work,Author,Category,Version,Bug Types,Project phase,Project,Parent,Description
1500,Kiểm tra lại logic rotate camera sau khi tương tác trên màn hình,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1404: Camera đôi lúc bị đứng khi mua vài món phần DLC,""
1501,Fix lại logic trigger FX khi setting brake toggle hoặc press,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1395: UI/UX_Nút Drift ở Setting Brake Toggle On chưa giữ kích hoạt FX khi còn đang kích hoạt Drift.,""
1502,Kiểm tra lại tỷ lệ các pannel & nút NEXT trên IOS và Android,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1388: UI/UX_Screen Game Mode Selection sai tỉ lệ các Panel, nút NEXT Chồng lên Panel Multiplayer",""
1503,Chỉnh sửa Checkpoint Finish ở các map đặt chưa đúng & Chỉnh sửa xe mesh xe,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1467:  Bánh xe bị chìm/ hở trong Sequence Outro ,""
1504,Implement Screen Main Screen_UI512,Task,Waiting For Approve,Son Nguyen Nam,Normal,Dev,3.0,3.5,Giang Duong Vo Tra,"","","","",VNRacing,User story #1930: Main Menu Game,""
1521,GD_Buglist 3516,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,Bug #312: BUG TEST,""
1528,"Lỗi Collsion khi về đích, xe luôn va chạm với vật thể vô hình nào đó khi đi qua vạch đích và trong Cutscene về đích Track HoiAnSprint",Bug,Tested,Tan  Phan Huynh,Normal,"","",2.0,Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"User story #485:     Trong khi chơi, tôi muốn đâm một số chướng ngại vật ngẫu nhiên","Steps to Reproduce:

1.  Vào Track HoiAnSprint với bất kỳ xe nào.
    
2.  Đua qua vạch đích trong các Mode Circuit.
    
3.  Đua về đích và quan sát chiếc xe trong Cutscene.
    

Resulting Behavior:

*   Xe luôn va chạm với thứ gì đó vô hình ở vạch đích làm phòng tia lửa va chạm.
    

Expected Behavior:

*   Nếu không có vật gì hữu hình ở vạch đích thì xe không va chạm làm bắn lửa.
    

System Info: iOS26.2, Iphone16 Plus."
1529,"UI hiển thị các Skill DestroyObstacles và PickUp chưa gom lại khi kích hoạt nhiều lần, UI hiển thị Skill HangTime chưa tính điểm mà hiện lên nhiều lần, UI hiển thị Skill Pursuit chưa hiện lên màn hình.",Bug,Specified,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #2039: (Skill) Là Player, tôi muốn khi thực hiện các Skill trong khi đua sẽ được thưởng bằng cách Refill thanh NOS để có động lực thực hiện các kỹ năng này nhiều hơn.","Steps to Reproduce:

1.  Vào cuộc đua bất kỳ, thực hiện các Skill sau và theo dõi trên màn hình.
    
    1.  PickUp
        
    2.  Destroy Obstacles
        
    3.  HangTime
        
    4.  Pursuit
        
2.  Check Màn hình chơi tại vị trí UI hiển thị.
    

Resulting Behavior:

*   Các Skill PickUp, DestroyObstacles không gom lại khi kích hoạt nhiều lần.
    
*   Skill HangTime không tính điểm.
    
*   Skill Pursuit chưa hiển thị lên màn hình.
    

Expected Behavior:

Dev check lại UI Design.

*   Các Skill PickUp, DestroyObstacles gom lại thành một Panel và tăng số đếm nếu kích hoạt nhiều lần.
    
*   Skill HangTime là Skill tính điểm theo thời gian kích hoạt.
    
*   Skill Pursuit là Skill tính điểm theo thời gian kích hoạt, kích hoạt khi bám đuôi xe khác.
    

System Info: iOS26.2, Iphone16 Plus."
1530,Setting Generals cho phần Sound&Music khi kéo về 0 chưa tắt Sounds của UI.,Bug,In specification,Ai Vuong,Normal,"",0.5,"",Phuoc Ho Duc,"","","","",VNRacing,"","Steps to Reproduce:

1.  Vào mục Setting, mục Sound &amp; Music
    
2.  Kéo thanh General về 0.
    
3.  Thử thao tác qua lại với UI.
    

Resulting Behavior:

*   UI vẫn phát ra tiếng sau khi kéo thanh General của Sound&amp;Music về 0.
    

Expected Behavior:

*   Không có bất kỳ âm thanh nào In-Game có thể nghe được khi thanh General của Sound&amp;Music về 0.
    

System Info: iOS26.2, Iphone16 Plus."
1531,"RaceMode TimeAttack chưa ngắt tiếng động cơ khi Time'sUp, vẫn còn tiếng động cơ trong màn hình Result Screen.",Bug,In progress,Ai Vuong,Normal,"",0.5,2.5,Phuoc Ho Duc,"","","","",VNRacing,User story #486:     Tôi muốn màn chơi phù hợp với các Race mode,"Steps to Reproduce:

1.  Vào map TimeAttack bất kỳ.
    
2.  Cố tình để cho hết giờ, hiện màn hình Time&#39;s Up
    
3.  Chuyển qua Screen Results, check Sounds..
    

Resulting Behavior:

*   Tiếng động cơ xe vẫn còn chạy sau khi màn hình Time&#39;s Up hiện lên.
    

Expected Behavior:

*   Tiếng động cơ xe từ từ tắt khi màn hình Time&#39;sUp hiện lên, tương tự như khi về đích trong các RaceMode khác.
    

System Info: iOS26.2, Iphone16 Plus."
1532,UI Results của Mode TimeAttack chưa cập nhật thông tin đúng khi người chơi không hoàn thành màn chơi (Trạng thái DNF),Bug,Tested,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #1879: Là player, Tôi muốn có Race Mode Time Atack","Steps to Reproduce:

1.  Vào đua màn chơi TimeAttack bất kỳ.
    
2.  Cố tình để hết thời gian, không về đích.
    
3.  Check Screen Results.
    

Resulting Behavior:

*   Screen Results không hiện đúng thông tin DNF của người chơi.
    

Expected Behavior:

*   Screen Results hiện đúng thông tin DNF của người chơi.
    

System Info: iOS26.2, Iphone16 Plus."
1538,Va chạm liên hoàn khi xe A.I hoặc người chơi vừa kích hoạt Restart lại sau khi tông tường hoặc đi ngược chiều.,Bug,Scheduled,Tan  Phan Huynh,Normal,"","",3.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ","Steps to Reproduce:

1.  Chạy trước A.I một đoạn trong cuộc đua.
    
2.  Tông vào tường hoặc đi ngược chiều để xe Restart.
    
3.  Check khi xe vừa Restart vừa lúc va chạm với các xe khác.
    

Resulting Behavior:

*   Khi Xe A.I hoặc người chơi vừa Restart có thể nhảy lên đầu các xe khác đang tiến tới hoặc cản trở cuộc đua, gây va chạm liên hoàn.
    

Expected Behavior:

*   Khi xe A.I hoặc người chơi vừa Restart, tạm thời ngắt va chạm với các xe khác trong vòng 5s, khi này xe sẽ có hiệu ứng Transparent, các xe khác có thể chạy xuyên qua xe vừa Restart.
    
*   Ref cho hiệu ứng Transparent:
    
    *   [Check](https://op.iconic.io.vn/api/v3/attachments/2047/content)
        

System Info: iOS26.2, Iphone16 Plus."
1552,MiniMap của các Map DownTown chưa cập nhật bản có điều chỉnh khác biệt độ cao,Bug,Tested,Son Nguyen Nam,Normal,"","",1.0,Phuoc Ho Duc,"","","","",VNRacing,User story #392: In-Game Mini Map,"Steps to Reproduce:

1.  Vào Map DownTown bất kỳ.
    
2.  Chạy tới khu vực bồng binh, chui xuống hầm.
    
3.  Check MiniMap
    

Resulting Behavior:

*   MiniMap chưa cập nhật đúng phiên bản có phân chia độ cao.
    

Expected Behavior:

*   MiniMap đã cập nhật phiên bản có phân chia độ cao.
    

System Info: iOS26.2, Iphone16 Plus."
1553,Build Version 0.1.0.3496,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3496](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3496/android-0.1.0.3496.zip)

**iOS:**

Cập nhật trên TestFlight
"
1554,Thiếu Animation UI khi Upgrade và khi chọn mục Upgrade.,Bug,Tested,Son Nguyen Nam,Normal,"","",8.0,Phuoc Ho Duc,"","","","",VNRacing,User story #342: Performance Customize,"Steps to Reproduce:

1.  Vào Car Customize Performance.
    
2.  Chọn một chỉ số bất kỳ
    
3.  Nâng cấp một chỉ số bất kỳ
    

Resulting Behavior:

*   Chưa cập nhật Animation khi chọn chỉ số và khi nâng cấp chỉ số.
    

Expected Behavior:

Dev check kỹ lại Design UI

*   Có Animation khi chọn chỉ số và khi nâng cấp chỉ số.
    

System Info: iOS26.2, Iphone16 Plus."
1555,"Customize Visual, Animation cập nhật chậm khi chọn Part cụ thể để nâng cấp.",Bug,Specified,Son Nguyen Nam,Normal,"","",2.0,Phuoc Ho Duc,"","","","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Screen Car Customize.
    
2.  Chọn một Part để nâng cấp trên màn hình.
    
3.  Check UI Animation
    

Resulting Behavior:

*   UI Animation Load các tùy chọn nâng cấp trước khi các mục để nâng cấp xuất hiện.
    

Expected Behavior:

Dev check kỹ lại Desgin UI.

*   UI Animation Load đúng thứ tự như trong Design
    

System Info: iOS26.2, Iphone16 Plus.

Video [https://op.iconic.io.vn/api/v3/attachments/1220/content](https://op.iconic.io.vn/api/v3/attachments/1220/content)"
1556,UI Car Customize Visual chưa cập nhật đúng tên và Icon của xe đang Customize.,Bug,Test failed,Son Nguyen Nam,Normal,"","",3.0,Phuoc Ho Duc,"","","","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Screen Car Customize Visual.
    
2.  Check Panel hiện tên của xe ở bên trái.
    

Resulting Behavior:

*   Panel luôn hiện tên VF6 và không có Icon,
    

Expected Behavior:

*   Panel hiện đúng tên của xe đang Customize và Icon.
    

System Info: iOS26.2, Iphone16 Plus."
1557,UI các Parts trong Car Customize đang hiện Text chưa đúng thiết kế,Bug,Tested,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Game, Screen Car Customize Visual.
    
2.  Chọn Customize Part bất kỳ.
    
3.  Chọn Customize Material.
    

Resulting Behavior:

*   Text của các Part Customize Visual bị tràn viền, chưa đúng thiết kế.
    
*   Text của các Material trong Customize Visual chưa đúng thiết kế.
    

Expected Behavior:

*   Text của các Part Customize Visual chỉ có tối đa hai chữ như trong thiết kế.
    
*   Text của các Part Material trong Customize Visual chỉ có tối đa một chữ.;
    

System Info: iOS26.2, Iphone16 Plus."
1558,"User Profile, mục đổi tên chưa cập nhật đúng lý do đặt tên sai.",Bug,Tested,Son Nguyen Nam,Normal,"","",3.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào UserProfile.
    
2.  Chọn đổi tên.
    
3.  Cố tình đánh tên thật dài.
    
4.  Bấm Confirm, đợi Check.
    

Resulting Behavior:

*   Game báo là tên trùng nhưng trên Log báo là tên quá dài.
    

Expected Behavior:

Đề nghị Dev tự check thêm các trường hợp tên không hợp lệ khác để không lặp lại lỗi này.

*   Thông báo trên Log và thông bao trên panel giống nhau.
    

System Info: iOS26.2, Iphone16 Plus."
1559,"User Profile, chưa tự tắt Panel đổi tên khi đổi Profile Avatar",Bug,Tested,Son Nguyen Nam,Normal,"","",3.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Screen UserProfile
    
2.  Chọn chức năng đổi Avatar, đổi Avatar và bấm Confirm.
    

Resulting Behavior:

*   Panel đổi Avatar không tự tắt.
    

Expected Behavior:

*   Panel đổi Avatar tự tắt khi người chơi chọn Avatar mới và Confirm.
    

System Info: iOS26.2, Iphone16 Plus."
1560,Collision Physics của xe kém ổn định khi FPS thấp,Bug,In specification,"",High,"","","",Phuoc Ho Duc,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ","Steps to Reproduce:

1.  Vào bất kỳ Track nào có FPS thấp (&lt; 30 fps)
    
2.  Cố tình chạy để xe bị Crash.
    
3.  Check hành vi của Collision.
    
4.  Tải về các bản Game khác có FPS ổn định hơn.
    
5.  Check hành vi của Collision
    

Resulting Behavior:

*   Xe thường xuyên bị mắc lỗi giật hình khi đụng tường hơn ở các Track có FPS thấp.
    
*   Xe thường xuyên bị mắc lỗi xuyên vật thể, Barrier hơn ở các Track có FPS thấp.
    
*   Xe thường xuyên bị vấp lề đường và bị lật hơn ở các Track có FPS thấp.
    

Expected Behavior:

*   Collision Physics vẫn hoạt động tương đối ổn định dù ở mức FPS thấp hơn bình thường. (&lt;30FPS)
    

System Info: iOS26.2, Iphone16 Plus."
1561,"Screen PlayerInfo, chức năng đổi tên nhân vật thiết kế Flow chưa thuận tiện.",Bug,In specification,Ty Dang,Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Screen PlayerInfo, bật chức năng đổi tên nhân vật..
    
2.  Thử nhập tên mới, có thể hợp lệ hoặc không hợp lệ.
    
3.  Bấm nứt Confirm và check UI.
    

Resulting Behavior:

*   Thao tác Check và Confirm tên được xử lý liên tiếp bằng một nút Confirm nhưng nút này không thay đổi nội dung khi đi qua các thao tác chi tiết:
    
    *   Nếu nhập tên hợp lệ và bấm nút Confirm, nút Confirm vẫn còn, người chơi bấm vào thì Game sẽ check tên lần nữa chứ không xác nhận tên đã nhập và tự thoát chức năng đổi tên.
        
    *   Nếu nhập tên không hợp lệ và bấm nút Confirm, nút Confirm vẫn còn, người chơi bấm vào thì nó sẽ tự check lại tên sai đó một lần nữa.
        
*   Người chơi chỉ có thể thoát bằng nút X ở góc.
    

Expected Behavior:

*   Thao tác Check và Confirm được phân chia rõ ràng hơn, được xử lý chi tiết qua từng trường hợp.
    
    *   Người chơi nhập tên vào, bấm Check để kiểm tra tên.
        
        *   Nếu tên hợp lệ, nút Check chuyển thành nút Confirm, người chơi bấm vào để xác nhận đổi tên và tắt Panel đổi tên.
            
        *   Nếu tên chưa hợp lệ, nút Check không chuyển thành nút Confirm, tên không hợp lệ bị xóa, người chơi tự nhập lại từ đầu và bấm Check lại.
            
    *   Thêm chức năng Random tên (Một nút nhỏ bên cạnh ô đặt tên) dựa theo Pool Random đã có sẵn từ GD.
        

System Info: iOS26.2, Iphone16 Plus."
1567,"Một số Panel Track trong Screen Track Selection chưa cập nhật MiniMap phiên bản mới nhất, còn các lỗi nối dài đường, thiếu Map, v.v",Bug,Developed,Son Nguyen Nam,Normal,"","",2.0,Phuoc Ho Duc,"","","","",VNRacing,User story #392: In-Game Mini Map,"Steps to Reproduce:

1.  Vào Screen Track Selection của các Area.
    
2.  Check Panel MiniMap của các Track
    

Resulting Behavior:

*   Một số Area có các Track chưa cập nhật MiniMap lên Panel. (NHS, Đông Giang)
    
*   Một số Area có các Track chưa cập nhật phiên bản mới nhất. (Hội An, Sơn Trà)
    
*   Một số Area cập nhật sai MiniMap (Sơn Trà Circuit)
    

Expected Behavior:

Đề nghị Dev Check kỹ lại vấn đề Map và MiniMap cho chính xác.

*   Các MiniMap trên Panel đều được cập nhật chính xác theo phiên bản mới nhất.
    

System Info: iOS26.2, Iphone16 Plus."
1574,Build Version 0.1.0.3561,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3561](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3561/android-0.1.0.3561.zip)

**iOS:**

Cập nhật trên TestFlight
"
1576,Build Version 0.1.0.3395,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3395](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3395/android-0.1.0.3395.zip)

**iOS:**

Cập nhật trên TestFlight
"
1578,Build Version 0.1.0.3375,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3375](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3375/android-0.1.0.3375.zip)

**iOS:**

Cập nhật trên TestFlight
"
1580,Build Version 0.1.0.3262,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3262](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3262/android-0.1.0.3262.zip)

**iOS:**

Cập nhật trên TestFlight
"
1582,Build Version 0.1.0.3244,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3244](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3244/android-0.1.0.3244.zip)

**iOS:**

Cập nhật trên TestFlight
"
1584,Build Version 0.1.0.3191,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,User story #1867: Test Feature OP Review Build,"Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3191](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3191/android-0.1.0.3191.zip)

**iOS:**

Cập nhật trên TestFlight
"
1587,Document_Model,Summary task,In progress,"",Normal,Model,"",4.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #1963: Main Character Assets Guideline,""
1588,Document_Workflow cho wheel,Task,Waiting For Approve,Đông Huỳnh,Normal,Model,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1587: Document_Model,""
1590,"MD_Asset packge_Điều chỉnh UV ( Hội An, Sơn Trà, Downtown)",Task,Waiting For Approve,"",Normal,Model,32.5,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",LIST ASSET: https://docs.google.com/spreadsheets/d/1zq80AYfrrNngWIUZ83vRLYn2HbVPEe1V0gRp9zwRA0c/edit?gid=0#gid=0
1598,Build Version 0.1.0.3634,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3634](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3634/android-0.1.0.3634.zip)

**iOS:**

Cập nhật trên TestFlight
"
1599,Review new build version 0.1.0.3634,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1598: Build Version 0.1.0.3634,"- Thêm Debug Car Status (Overtake, Defences, Normal Driving)
- Thêm tính năng Switch Camera khi đua
- OP#1523 Thêm FX mưa vào 3 map Ngũ Hành Sơn
- OP#1453 Fix Bug Mất nút Home của screen GameModekhi nhấn nút Back từ Screen Achievement"
1609,Blend giữa 2 skybox garage-workshop để tránh bị giật,Task,Waiting For Approve,Liem Tran,High,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #1930: Main Menu Game,""
1611,Điều chỉnh điều khiển xoay xe hiện tại đang không mượt garage và workshop,Task,Waiting For Approve,Liem Tran,High,Dev,16.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1712: Garage_Showroom & Car Customize,""
1612,"Check tính năng A.I mới câp nhật (Follow 3 line, Attack&Defend, Debug)",Task,In progress,Phuoc Ho Duc,Normal,Game Design,2.0,"",Phuoc Ho Duc,"","","","",VNRacing,User story #378:     Tôi muốn độ khó của AI vừa phải và phù hợp,GD check tính năng A.I mới cập nhật và phản hồi lại với Dev
1620,Ramp Implementation ,Summary task,In progress,"",Normal,Dev,"",54.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #1995: Là Player, tôi muốn xe có khả năng sử dụng các bục Ramp để bay lên cao, tạo cảm giác lái đa dạng hơn trong quá trình đua.",""
1625,Dynamic Gravity System Implementation,Task,Waiting For Approve,Dat Quang,Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1620: Ramp Implementation ,""
1630,Landing Recovery & Grace Period,Task,Waiting For Approve,Dat Quang,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1620: Ramp Implementation ,""
1632,Documentation,Task,Waiting For Approve,Nhu Truong,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1620: Ramp Implementation ,""
1633,Bug Fixes & Final Integration,Task,New,"",Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1620: Ramp Implementation ,""
1639,Sửa logic của DestroyObstacles và PickUp & logic Skill HangTime chưa tính điểm mà hiện lên nhiều lần ,Task,Waiting For Approve,Thinh Nguyen,Normal,Dev,3.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1529: UI hiển thị các Skill DestroyObstacles và PickUp chưa gom lại khi kích hoạt nhiều lần, UI hiển thị Skill HangTime chưa tính điểm mà hiện lên nhiều lần, UI hiển thị Skill Pursuit chưa hiện lên màn hình.","\- Sửa logic của DestroyObstacles và PickUp ( được tạo ra -&gt; cho ẩn hiện ) - Sửa logic Skill HangTime chưa tính điểm mà hiện lên nhiều lần ( được tạo ra -&gt; cho ẩn hiện, rà lại logic )"
1640,Triển khai hiển thị Skill Pursuit ,Task,Waiting For Approve,Thinh Nguyen,Normal,Dev,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1529: UI hiển thị các Skill DestroyObstacles và PickUp chưa gom lại khi kích hoạt nhiều lần, UI hiển thị Skill HangTime chưa tính điểm mà hiện lên nhiều lần, UI hiển thị Skill Pursuit chưa hiện lên màn hình.",""
1657,Performance,Feature,New,"",Normal,"","",89.0,Son  Nguyen ,"","","","",VNRacing,Epic #210: Technical Art,""
1658,Lighting Setting,Feature,New,"",Normal,"","",4.0,Son  Nguyen ,"","","","",VNRacing,Epic #210: Technical Art,""
1663,MD_Package Car Part_Car Customize_VF8,Summary task,Waiting For Approve,Nam Nguyen Ky,Normal,Model,106.0,122.0,Giang Duong Vo Tra,"",W5-6,"","",VNRacing,User story #1994: VF8_Car,"[http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/all/assets?search=\[OpenProjectID\]=\[1663\]](http://repo.clickstudio.com.vn:9002/productions/4d82250d-8824-43ee-919f-aa24a00fa6da/episodes/all/assets?search=[OpenProjectID]=[1663])

  
<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/2036/content"">"
1664,Triền khai template màu đối với phần Shading xe,Task,New,Phu Pham,Normal,Tech Art,8.0,9.0,Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1712: Garage_Showroom & Car Customize,""
1667,UI_ US341_Tôi muốn độ phần Visual xe,Summary task,In progress,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
1669,Build Version 0.1.0.3741,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3741](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3741/android-0.1.0.3741.zip)

**iOS:**

Cập nhật trên TestFlight
"
1670,Review new build version 0.1.0.3741,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1669: Build Version 0.1.0.3741,"- OP#1603 Tích hợp bánh xe Mercedes mới
- OP#1634 Điều chỉnh Trigger overlap vạch đích
- OP#1635 Xoá blocking volume phía trước rào chắn
- OP#1666 Thêm level Material (Nhấn nút Move to Test level)
- OP#1609 Blend giữa 2 skybox Garage và Workshop
- OP#1611 Điều chỉnh xoay camera trong Garage và Workshop"
1671,"Tôi muốn có tấm tăng tốc, cảm giác cạnh tranh và phấn khích khi giành được vị trí vào tấm tăng tốc ",User story,New,"",Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,Feature #156: Drive Mode,""
1674,Garage_Customize,Summary task,New,"",Normal,Level Design,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1675,Kiểm tra + kích hoạt lại Mission FanSevice ,Task,New,"",Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1157: Mất UI của nhiệm vụ FS trong Intro Cinematic và trong HUD khi đua.,""
1684,MD_Sửa lại toàn bộ texture đường cho 5 Map_Bake light,Summary task,Specified,Nam Nguyen Ky,Normal,Model,"","",Giang Duong Vo Tra,"","","","",VNRacing,"User story #2006: Là Player, tôi muốn có City Đà Nẵng trong Vn Tour GameMode.",""
1691,MD_Sửa lại toàn bộ đường ở vạch xuất phát,Summary task,In progress,Nam Nguyen Ky,Normal,Model,80.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1433: CARS INTRO,""
1692,TA_Demo techic cho phần xử lý texture đường khi sử dụng Bake Light,Task,On hold,Phu Pham,Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1290: BAKE LIGHT,""
1699,Build Version 0.1.0.3756,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3756](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3756/android-0.1.0.3756.zip)

**iOS:**

Cập nhật trên TestFlight
"
1700,Review new build version 0.1.0.3756,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1699: Build Version 0.1.0.3756,"- OP#1603 Tích hợp bánh xe Mercedes mới
- OP#1634 Điều chỉnh Trigger overlap vạch đích
- OP#1635 Xoá blocking volume phía trước rào chắn
- OP#1641 Bổ sung lựa chọn vẽ Racing Line trong bảng Debug
- OP#1666 Thêm level Material (Nhấn nút Move to Test level)
- OP#1609 Blend giữa 2 skybox Garage và Workshop"
1702,GD&UI_Sửa lại Wireframe và Design Document phần chỉnh Color cho mục CarCustomize Visual thành dạng Presets thay vì Sliders,Summary task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,User story #341: Visual Customize,""
1703,Check Catalogue của các xe có sẵn trong Project và gửi bộ màu mẫu của hãng cho 3D và TechArt. Bổ sung mục CheckList các việc cần làm cho các xe mới thêm vào Project.,Task,Waiting For Approve,Phuoc Ho Duc,Normal,Game Design,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #345:     Trong quá trình phá đảo, tôi muốn sưu tập thêm nhiều xe mới",""
1705,Fix size Button + Font text UI529-Race_HUD,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,Task #529: Race_HUD,""
